 F22S, F22R, F13S, F13R, F3S, F12S, F12R, F20S, F7S, F15S, F15R, F2S, F5S
0.4782608695652174,0.323943661971831,0.6486486486486487,0.6865671641791045,0.671875,0.6226415094339622,0.7368421052631579,0.7333333333333333,0.8653846153846154,0.8309859154929577,0.8181818181818182,0.9,0.7857142857142857
0.37681159420289856,0.4647887323943662,0.5135135135135135,0.7014925373134329,0.71875,0.6415094339622641,0.7192982456140351,0.8133333333333334,0.8653846153846154,0.7323943661971831,0.7424242424242424,0.76,0.75
0.9130434782608695,0.7323943661971831,0.8378378378378378,0.7761194029850746,0.734375,0.8679245283018868,0.8245614035087719,0.7066666666666667,0.8461538461538461,0.7887323943661971,0.7727272727272727,0.8,0.625
1.0,0.676056338028169,0.8783783783783784,0.835820895522388,0.53125,0.660377358490566,0.7368421052631579,0.6133333333333333,0.38461538461538464,0.5633802816901409,0.5303030303030303,0.66,0.8035714285714286
0.855072463768116,0.647887323943662,0.8783783783783784,0.8507462686567164,0.71875,0.6415094339622641,0.6140350877192983,0.7866666666666666,0.7307692307692307,0.8169014084507042,0.8181818181818182,0.82,0.6785714285714286
0.3188405797101449,0.29577464788732394,0.4189189189189189,0.34328358208955223,0.59375,0.4339622641509434,0.5263157894736842,0.49333333333333335,0.5576923076923077,0.39436619718309857,0.42424242424242425,0.56,0.48214285714285715
0.11594202898550725,0.0,0.2702702702702703,0.16417910447761194,0.578125,0.3018867924528302,0.43859649122807015,0.9066666666666666,0.7115384615384616,0.8309859154929577,0.803030303030303,0.58,0.875
0.2318840579710145,0.18309859154929578,0.43243243243243246,0.373134328358209,0.65625,0.33962264150943394,0.49122807017543857,0.6933333333333334,0.6923076923076923,0.7605633802816901,0.7272727272727273,0.76,0.9107142857142857
0.5507246376811594,0.5915492957746479,0.7162162162162162,0.6716417910447762,0.78125,0.6792452830188679,0.7368421052631579,0.7866666666666666,0.7692307692307693,0.8591549295774648,0.7424242424242424,0.76,0.9285714285714286
0.855072463768116,0.6197183098591549,0.8918918918918919,0.8507462686567164,0.671875,0.7547169811320755,0.7368421052631579,0.72,0.5769230769230769,0.8873239436619719,0.696969696969697,0.8,0.9464285714285714
0.7101449275362319,0.5774647887323944,0.5540540540540541,0.5970149253731343,0.6875,0.7358490566037735,0.7017543859649122,0.8666666666666667,0.8269230769230769,0.8450704225352113,0.803030303030303,0.68,0.8035714285714286
0.10144927536231885,0.056338028169014086,0.10810810810810811,0.1044776119402985,0.53125,0.39622641509433965,0.3508771929824561,0.88,0.4807692307692308,0.9014084507042254,0.8181818181818182,0.8,0.4642857142857143
0.6666666666666666,0.5352112676056338,0.5135135135135135,0.3582089552238806,0.75,0.7547169811320755,0.45614035087719296,0.7733333333333333,0.8269230769230769,0.6901408450704225,0.5454545454545454,0.88,0.875
0.5942028985507246,0.4788732394366197,0.7162162162162162,0.5373134328358209,0.609375,0.6981132075471698,0.7368421052631579,0.8133333333333334,0.8269230769230769,0.7323943661971831,0.803030303030303,0.68,0.8928571428571429
0.8260869565217391,0.7746478873239436,0.7027027027027027,0.7014925373134329,0.515625,0.7735849056603774,0.7368421052631579,0.8666666666666667,0.8269230769230769,0.8732394366197183,0.7878787878787878,0.72,0.7857142857142857
0.8985507246376812,0.7464788732394366,0.8243243243243243,0.7611940298507462,0.703125,0.7924528301886793,0.7543859649122807,0.9466666666666667,0.8846153846153846,0.8732394366197183,0.803030303030303,0.72,0.8571428571428571
0.8985507246376812,0.8169014084507042,0.7972972972972973,0.8507462686567164,0.53125,0.8867924528301887,0.9298245614035088,0.92,0.7307692307692307,0.8169014084507042,0.8333333333333334,0.66,0.7678571428571429
0.7971014492753623,0.6619718309859155,0.8378378378378378,0.8507462686567164,0.78125,0.6792452830188679,0.7894736842105263,0.8933333333333333,0.8461538461538461,0.9436619718309859,0.8787878787878788,0.86,0.7857142857142857
0.855072463768116,0.7605633802816901,0.7837837837837838,0.835820895522388,0.796875,0.6981132075471698,0.8596491228070176,0.9333333333333333,0.8653846153846154,0.8591549295774648,0.8484848484848485,0.86,0.8214285714285714
0.5362318840579711,0.43661971830985913,0.7297297297297297,0.7611940298507462,0.734375,0.6792452830188679,0.7543859649122807,0.8533333333333334,0.9423076923076923,0.6901408450704225,0.6212121212121212,0.92,0.75
0.8115942028985508,0.7183098591549296,0.8513513513513513,0.9402985074626866,0.6875,0.6792452830188679,0.543859649122807,0.8266666666666667,0.6538461538461539,0.8169014084507042,0.6818181818181818,0.84,0.8392857142857143
0.7971014492753623,0.7323943661971831,0.8108108108108109,0.746268656716418,0.6875,0.6226415094339622,0.6491228070175439,0.8666666666666667,0.8461538461538461,0.8591549295774648,0.8787878787878788,0.68,0.9464285714285714
0.8695652173913043,0.7605633802816901,0.7972972972972973,0.8059701492537313,0.640625,0.9245283018867925,0.8245614035087719,0.92,0.8846153846153846,0.8450704225352113,0.7575757575757576,0.8,0.75
0.7246376811594203,0.6056338028169014,0.7297297297297297,0.7611940298507462,0.765625,0.6792452830188679,0.7017543859649122,0.9333333333333333,0.6923076923076923,0.9436619718309859,0.9545454545454546,0.8,1.0
0.7681159420289855,0.6619718309859155,0.8648648648648649,0.9253731343283582,0.703125,0.9245283018867925,0.9122807017543859,0.9066666666666666,0.8076923076923077,0.9577464788732394,0.9090909090909091,0.7,0.7857142857142857
0.8260869565217391,0.7323943661971831,0.6756756756756757,0.6567164179104478,0.734375,0.7735849056603774,0.8245614035087719,0.92,0.9038461538461539,0.8591549295774648,0.8181818181818182,0.88,0.7678571428571429
0.7536231884057971,0.6197183098591549,0.7567567567567568,0.7164179104477612,0.578125,0.7735849056603774,0.7719298245614035,0.84,0.8269230769230769,0.8732394366197183,0.8484848484848485,0.82,0.9285714285714286
0.7681159420289855,0.7183098591549296,0.7162162162162162,0.8059701492537313,0.671875,0.6981132075471698,0.7368421052631579,0.9066666666666666,0.9038461538461539,0.8732394366197183,0.8484848484848485,0.84,0.75
0.7391304347826086,0.5633802816901409,0.7837837837837838,0.8208955223880597,0.703125,0.6792452830188679,0.7543859649122807,0.88,0.8653846153846154,0.9577464788732394,0.8636363636363636,0.84,0.8035714285714286
0.7971014492753623,0.5774647887323944,0.7837837837837838,0.7910447761194029,0.75,0.8113207547169812,0.7368421052631579,0.9333333333333333,0.8653846153846154,0.9014084507042254,0.9242424242424242,0.7,0.7678571428571429
0.7971014492753623,0.6901408450704225,0.8918918918918919,0.8208955223880597,0.65625,0.8113207547169812,0.8070175438596491,0.8133333333333334,0.8846153846153846,0.8169014084507042,0.8181818181818182,0.88,0.8214285714285714
0.782608695652174,0.704225352112676,0.7027027027027027,0.7313432835820896,0.671875,0.660377358490566,0.7192982456140351,0.8133333333333334,0.8076923076923077,0.7887323943661971,0.7272727272727273,0.82,0.9821428571428571
0.8695652173913043,0.7605633802816901,0.8513513513513513,0.8507462686567164,0.71875,0.8490566037735849,0.8245614035087719,0.9466666666666667,0.7115384615384616,0.7887323943661971,0.7727272727272727,0.76,0.7321428571428571
0.7971014492753623,0.6901408450704225,0.8108108108108109,0.746268656716418,0.671875,0.8113207547169812,0.7719298245614035,0.88,0.8461538461538461,0.8732394366197183,0.8333333333333334,0.88,0.6607142857142857
0.8840579710144928,0.7323943661971831,0.7027027027027027,0.6567164179104478,0.703125,0.6792452830188679,0.6491228070175439,0.9466666666666667,1.0,0.8591549295774648,0.8333333333333334,0.7,0.8571428571428571
0.8840579710144928,0.704225352112676,0.6891891891891891,0.6268656716417911,0.671875,0.7924528301886793,0.7543859649122807,0.9466666666666667,0.8461538461538461,0.8028169014084507,0.7424242424242424,1.0,0.625
0.7536231884057971,0.6901408450704225,0.7432432432432432,0.6567164179104478,0.65625,0.5660377358490566,0.5087719298245614,0.88,0.9423076923076923,0.9295774647887324,0.8181818181818182,0.84,0.9464285714285714
0.6521739130434783,0.5915492957746479,0.8783783783783784,0.8805970149253731,0.765625,0.7358490566037735,0.7894736842105263,0.8666666666666667,0.8076923076923077,0.9014084507042254,0.8181818181818182,0.52,0.8035714285714286
0.8985507246376812,0.7746478873239436,0.7837837837837838,0.7910447761194029,0.703125,0.7169811320754716,0.7719298245614035,0.9733333333333334,0.8269230769230769,0.9014084507042254,0.8636363636363636,0.72,0.7142857142857143
0.7971014492753623,0.7183098591549296,0.8648648648648649,0.7761194029850746,0.796875,0.8301886792452831,0.6666666666666666,0.88,0.9038461538461539,0.9154929577464789,0.8636363636363636,0.68,0.7142857142857143
0.7391304347826086,0.647887323943662,0.8108108108108109,0.835820895522388,0.625,0.7924528301886793,0.8947368421052632,0.9066666666666666,0.9230769230769231,0.8591549295774648,0.8333333333333334,0.74,0.7857142857142857
0.782608695652174,0.647887323943662,0.9054054054054054,0.8059701492537313,0.71875,0.8301886792452831,0.7192982456140351,0.88,0.8653846153846154,0.9577464788732394,0.8939393939393939,0.76,0.6071428571428571
0.8695652173913043,0.704225352112676,0.7567567567567568,0.6716417910447762,0.6875,0.7924528301886793,0.7192982456140351,0.88,0.7692307692307693,0.8169014084507042,0.7272727272727273,0.88,0.875
0.7971014492753623,0.7183098591549296,0.9594594594594594,0.9402985074626866,0.703125,0.9056603773584906,0.8947368421052632,0.8,0.8846153846153846,0.8591549295774648,0.9242424242424242,0.76,0.6071428571428571
0.782608695652174,0.676056338028169,0.7702702702702703,0.7611940298507462,0.671875,0.6981132075471698,0.6491228070175439,0.7733333333333333,0.7115384615384616,0.7605633802816901,0.6515151515151515,0.66,0.75
0.7681159420289855,0.676056338028169,0.8243243243243243,0.8059701492537313,0.734375,0.8301886792452831,0.7894736842105263,0.9466666666666667,0.7692307692307693,0.971830985915493,0.8333333333333334,0.88,0.8392857142857143
0.9130434782608695,0.8450704225352113,0.8378378378378378,0.9402985074626866,0.59375,0.8301886792452831,0.9122807017543859,0.9866666666666667,0.8846153846153846,0.8309859154929577,0.8484848484848485,0.72,0.625
0.782608695652174,0.6056338028169014,0.8648648648648649,0.8805970149253731,0.640625,0.8113207547169812,0.8596491228070176,0.88,0.7884615384615384,0.9154929577464789,0.8484848484848485,0.8,0.8392857142857143
0.8985507246376812,0.7605633802816901,0.7837837837837838,0.8208955223880597,0.703125,0.8867924528301887,0.9298245614035088,0.96,0.9038461538461539,0.8591549295774648,0.8484848484848485,0.92,0.6071428571428571
0.7246376811594203,0.6338028169014085,0.7432432432432432,0.7313432835820896,0.71875,0.7547169811320755,0.7543859649122807,0.8666666666666667,0.8846153846153846,0.8732394366197183,0.7575757575757576,0.76,0.8035714285714286
0.7536231884057971,0.6338028169014085,0.9864864864864865,0.9552238805970149,0.671875,0.7547169811320755,0.7719298245614035,0.8266666666666667,0.8269230769230769,0.9859154929577465,0.8787878787878788,0.74,0.7142857142857143
0.927536231884058,0.7887323943661971,0.8783783783783784,0.8059701492537313,0.8125,0.6037735849056604,0.6140350877192983,0.92,0.75,0.8732394366197183,0.7727272727272727,0.82,0.7142857142857143
0.5797101449275363,0.6619718309859155,0.5675675675675675,0.5522388059701493,0.765625,0.5283018867924528,0.8070175438596491,0.92,0.75,0.8732394366197183,0.8636363636363636,0.76,0.7857142857142857
0.7971014492753623,0.676056338028169,0.7702702702702703,0.8208955223880597,0.6875,0.7735849056603774,0.6666666666666666,0.84,0.8076923076923077,0.8591549295774648,0.8636363636363636,0.64,0.7142857142857143
0.927536231884058,0.676056338028169,0.8648648648648649,0.8656716417910447,0.59375,0.8867924528301887,0.9122807017543859,0.9466666666666667,0.8653846153846154,0.8450704225352113,0.7878787878787878,0.88,0.7142857142857143
0.6956521739130435,0.647887323943662,0.7297297297297297,0.8059701492537313,0.515625,0.7547169811320755,0.8245614035087719,0.8,0.8269230769230769,0.8028169014084507,0.8636363636363636,0.74,0.8214285714285714
0.5507246376811594,0.4507042253521127,0.6891891891891891,0.7611940298507462,0.765625,0.6981132075471698,0.8596491228070176,0.64,0.8653846153846154,0.7464788732394366,0.8181818181818182,0.66,0.8214285714285714
0.8115942028985508,0.6619718309859155,0.7297297297297297,0.7761194029850746,0.5625,0.6226415094339622,0.7192982456140351,0.88,0.7115384615384616,0.8732394366197183,0.8636363636363636,0.62,0.8392857142857143
0.5507246376811594,0.5352112676056338,0.8243243243243243,0.9552238805970149,0.59375,0.8113207547169812,0.9122807017543859,0.8933333333333333,0.7115384615384616,0.9014084507042254,0.803030303030303,0.54,0.7678571428571429
0.7971014492753623,0.8028169014084507,0.7162162162162162,0.7761194029850746,0.734375,0.660377358490566,0.7894736842105263,0.8666666666666667,0.75,0.8873239436619719,0.9090909090909091,0.66,0.875
0.7391304347826086,0.6056338028169014,0.7567567567567568,0.6865671641791045,0.671875,0.6415094339622641,0.5964912280701754,0.52,0.8269230769230769,0.4647887323943662,0.6363636363636364,0.84,0.7857142857142857
0.7536231884057971,0.676056338028169,0.5135135135135135,0.6119402985074627,0.5,0.32075471698113206,0.40350877192982454,0.9066666666666666,0.4230769230769231,0.8309859154929577,0.7727272727272727,0.48,0.5535714285714286
0.8840579710144928,0.6338028169014085,0.5135135135135135,0.7611940298507462,0.640625,0.7358490566037735,0.7017543859649122,0.13333333333333333,0.8269230769230769,0.15492957746478872,0.12121212121212122,0.7,0.8035714285714286
0.5942028985507246,0.5915492957746479,0.43243243243243246,0.417910447761194,0.65625,0.6981132075471698,0.7192982456140351,0.8933333333333333,0.7692307692307693,0.8450704225352113,0.8181818181818182,0.8,0.7678571428571429
0.7391304347826086,0.5915492957746479,0.5,0.6865671641791045,0.59375,0.3018867924528302,0.42105263157894735,0.7066666666666667,0.40384615384615385,0.8873239436619719,0.8787878787878788,0.74,0.5178571428571429
0.5652173913043478,0.4225352112676056,0.40540540540540543,0.40298507462686567,0.5625,0.33962264150943394,0.5263157894736842,0.49333333333333335,0.8076923076923077,0.5070422535211268,0.42424242424242425,0.82,0.7142857142857143
0.7536231884057971,0.4507042253521127,0.7162162162162162,0.7164179104477612,0.65625,0.8490566037735849,0.6842105263157895,0.72,0.8846153846153846,0.5492957746478874,0.6060606060606061,0.92,0.8214285714285714
0.2608695652173913,0.30985915492957744,0.5,0.417910447761194,0.453125,0.0,0.07017543859649122,0.6666666666666666,0.0,0.5915492957746479,0.5454545454545454,0.24,0.8214285714285714
0.2028985507246377,0.22535211267605634,0.3783783783783784,0.22388059701492538,0.09375,0.2830188679245283,0.5087719298245614,0.8666666666666667,0.4230769230769231,0.8591549295774648,0.8333333333333334,0.62,0.5714285714285714
0.6521739130434783,0.43661971830985913,0.5135135135135135,0.44776119402985076,0.5,0.7358490566037735,0.6140350877192983,0.08,0.7884615384615384,0.16901408450704225,0.24242424242424243,0.32,0.03571428571428571
0.855072463768116,0.647887323943662,0.7702702702702703,0.8208955223880597,0.578125,0.7169811320754716,0.7543859649122807,0.8,0.9038461538461539,0.8309859154929577,0.8484848484848485,0.54,0.8214285714285714
0.6956521739130435,0.6338028169014085,0.7972972972972973,0.8955223880597015,0.71875,0.4339622641509434,0.7543859649122807,0.8266666666666667,0.7115384615384616,0.8309859154929577,0.8484848484848485,0.68,0.5357142857142857
0.463768115942029,0.36619718309859156,0.36486486486486486,0.40298507462686567,0.65625,0.33962264150943394,0.543859649122807,0.56,0.4230769230769231,0.6056338028169014,0.6666666666666666,0.28,0.6964285714285714
0.8840579710144928,0.676056338028169,0.8648648648648649,0.7611940298507462,0.84375,0.5660377358490566,0.7719298245614035,0.6133333333333333,0.6923076923076923,0.6338028169014085,0.696969696969697,0.48,0.5
0.5217391304347826,0.323943661971831,0.44594594594594594,0.40298507462686567,0.6875,0.5283018867924528,0.6140350877192983,0.76,0.8846153846153846,0.8028169014084507,0.6818181818181818,0.8,0.7321428571428571
0.21739130434782608,0.23943661971830985,0.10810810810810811,0.26865671641791045,0.421875,0.49056603773584906,0.7543859649122807,0.5466666666666666,0.9038461538461539,0.4788732394366197,0.6212121212121212,0.54,0.6607142857142857
0.3188405797101449,0.39436619718309857,0.43243243243243246,0.4626865671641791,0.53125,0.5849056603773585,0.5614035087719298,0.49333333333333335,0.7307692307692307,0.49295774647887325,0.6060606060606061,0.9,0.5714285714285714
0.8260869565217391,0.7323943661971831,0.527027027027027,0.6268656716417911,0.5625,0.7547169811320755,0.8421052631578947,0.9066666666666666,0.75,0.7464788732394366,0.7272727272727273,0.8,0.6428571428571429
0.7246376811594203,0.6056338028169014,0.44594594594594594,0.582089552238806,0.5625,0.7547169811320755,0.7719298245614035,0.8133333333333334,0.9423076923076923,0.7887323943661971,0.7727272727272727,0.66,0.875
0.4492753623188406,0.352112676056338,0.6891891891891891,0.7164179104477612,0.5,0.6415094339622641,0.8421052631578947,0.5866666666666667,0.8076923076923077,0.43661971830985913,0.696969696969697,0.82,0.7142857142857143
0.7536231884057971,0.6619718309859155,0.5945945945945946,0.582089552238806,0.609375,0.5849056603773585,0.7017543859649122,0.84,0.7115384615384616,0.5915492957746479,0.42424242424242425,0.82,0.8392857142857143
0.8115942028985508,0.7183098591549296,0.6891891891891891,0.7164179104477612,0.625,0.660377358490566,0.8070175438596491,0.8133333333333334,0.7884615384615384,0.8591549295774648,0.7878787878787878,0.88,0.5714285714285714
0.8260869565217391,0.6619718309859155,0.9459459459459459,0.9552238805970149,0.640625,0.9056603773584906,0.8771929824561403,0.8933333333333333,0.8076923076923077,0.9295774647887324,0.7878787878787878,0.62,0.7142857142857143
0.8115942028985508,0.6338028169014085,0.7162162162162162,0.746268656716418,0.703125,0.6415094339622641,0.7017543859649122,0.8533333333333334,0.8269230769230769,0.8169014084507042,0.7272727272727273,0.76,0.8035714285714286
0.7681159420289855,0.676056338028169,0.8513513513513513,0.8955223880597015,0.78125,0.9056603773584906,0.8947368421052632,0.8,0.9423076923076923,0.8591549295774648,0.8787878787878788,0.78,0.6785714285714286
0.8840579710144928,0.7183098591549296,0.7972972972972973,0.8656716417910447,0.71875,0.6981132075471698,0.7192982456140351,0.92,0.8461538461538461,0.8309859154929577,0.7424242424242424,0.76,0.8035714285714286
0.2608695652173913,0.2535211267605634,0.4189189189189189,0.44776119402985076,0.0,0.49056603773584906,0.5964912280701754,0.38666666666666666,0.8076923076923077,0.11267605633802817,0.10606060606060606,0.8,0.75
0.6956521739130435,0.6338028169014085,0.581081081081081,0.5074626865671642,0.453125,0.5471698113207547,0.5964912280701754,0.8533333333333334,0.5961538461538461,0.9154929577464789,0.803030303030303,0.72,0.8571428571428571
0.8115942028985508,0.7183098591549296,0.7702702702702703,0.7611940298507462,0.59375,0.6226415094339622,0.7017543859649122,0.92,0.5961538461538461,0.8873239436619719,0.8333333333333334,0.96,0.75
0.8115942028985508,0.7746478873239436,0.7972972972972973,0.8507462686567164,0.796875,0.7358490566037735,0.8070175438596491,0.8666666666666667,0.8076923076923077,0.7887323943661971,0.6212121212121212,0.68,0.8035714285714286
0.7246376811594203,0.5774647887323944,0.7297297297297297,0.746268656716418,0.6875,0.660377358490566,0.6140350877192983,0.7733333333333333,0.8269230769230769,0.8309859154929577,0.8484848484848485,0.76,0.875
0.18840579710144928,0.09859154929577464,0.22972972972972974,0.11940298507462686,0.359375,0.18867924528301888,0.5263157894736842,0.6533333333333333,0.28846153846153844,0.4788732394366197,0.3787878787878788,0.68,0.4642857142857143
0.5217391304347826,0.49295774647887325,0.5540540540540541,0.746268656716418,0.421875,0.660377358490566,0.6666666666666666,0.09333333333333334,0.8269230769230769,0.2676056338028169,0.15151515151515152,0.4,0.125
0.2898550724637681,0.2535211267605634,0.7162162162162162,0.7164179104477612,0.25,0.49056603773584906,0.5964912280701754,0.44,0.7115384615384616,0.4647887323943662,0.48484848484848486,0.78,0.9821428571428571
0.5217391304347826,0.2676056338028169,0.7702702702702703,0.5373134328358209,0.5,0.4528301886792453,0.49122807017543857,0.0,0.4230769230769231,0.0,0.0,0.18,0.6428571428571429
0.6956521739130435,0.5774647887323944,0.6621621621621622,0.7164179104477612,0.640625,0.6037735849056604,0.6491228070175439,0.8933333333333333,0.7115384615384616,0.9436619718309859,0.9545454545454546,0.74,0.8928571428571429
0.6521739130434783,0.5492957746478874,0.44594594594594594,0.5223880597014925,0.5,0.7169811320754716,0.6666666666666666,0.76,0.8269230769230769,0.8028169014084507,0.8181818181818182,0.54,0.8392857142857143
0.08695652173913043,0.028169014084507043,0.0,0.0,0.140625,0.2830188679245283,0.3333333333333333,0.68,0.34615384615384615,0.5774647887323944,0.6515151515151515,0.88,0.07142857142857142
0.5072463768115942,0.704225352112676,0.4864864864864865,0.5522388059701493,0.421875,0.660377358490566,0.8245614035087719,0.6,0.6923076923076923,0.5774647887323944,0.6818181818181818,0.76,0.7321428571428571
0.7681159420289855,0.6901408450704225,0.5945945945945946,0.6268656716417911,0.65625,0.5849056603773585,0.7543859649122807,0.8533333333333334,0.8653846153846154,0.7464788732394366,0.696969696969697,0.96,0.75
0.927536231884058,0.7746478873239436,0.6756756756756757,0.6567164179104478,0.546875,0.4716981132075472,0.47368421052631576,0.9066666666666666,0.9038461538461539,0.7746478873239436,0.7121212121212122,0.74,0.30357142857142855
0.34782608695652173,0.36619718309859156,0.3918918918918919,0.4626865671641791,0.46875,0.5660377358490566,0.7543859649122807,0.7333333333333333,0.75,0.6901408450704225,0.7272727272727273,0.8,0.8035714285714286
0.7536231884057971,0.6619718309859155,0.7702702702702703,0.7014925373134329,0.6875,0.6981132075471698,0.7192982456140351,0.76,0.9423076923076923,0.8309859154929577,0.8181818181818182,0.84,0.8214285714285714
0.6956521739130435,0.5492957746478874,0.5675675675675675,0.5373134328358209,0.609375,0.7924528301886793,0.6842105263157895,0.8533333333333334,0.9230769230769231,0.8591549295774648,0.7727272727272727,0.78,0.9464285714285714
0.855072463768116,0.7464788732394366,0.8108108108108109,0.746268656716418,0.703125,0.8490566037735849,0.7894736842105263,0.9333333333333333,0.7307692307692307,0.8732394366197183,0.6666666666666666,0.72,0.625
0.6811594202898551,0.5774647887323944,0.6216216216216216,0.5522388059701493,0.359375,0.5283018867924528,0.5263157894736842,0.38666666666666666,0.6730769230769231,0.4084507042253521,0.2727272727272727,0.68,0.44642857142857145
0.463768115942029,0.22535211267605634,0.43243243243243246,0.31343283582089554,0.59375,0.660377358490566,0.631578947368421,0.8133333333333334,0.9423076923076923,0.8169014084507042,0.7424242424242424,0.8,0.875
